name,rank,score,max_beta_to_spy_126day,min_beta_to_spy_126day,max_cumulative_common_returns,min_cumulative_common_returns,max_cumulative_specific_returns,min_cumulative_specific_returns,max_exposure_basic_materials,min_exposure_basic_materials,max_exposure_communication_services,min_exposure_communication_services,max_exposure_consumer_cyclical,min_exposure_consumer_cyclical,max_exposure_consumer_defensive,min_exposure_consumer_defensive,max_exposure_energy,min_exposure_energy,max_exposure_financial_services,min_exposure_financial_services,max_exposure_health_care,min_exposure_health_care,max_exposure_industrials,min_exposure_industrials,max_exposure_momentum,min_exposure_momentum,max_exposure_real_estate,min_exposure_real_estate,max_exposure_short_term_reversal,min_exposure_short_term_reversal,max_exposure_size,min_exposure_size,max_exposure_technology,min_exposure_technology,max_exposure_utilities,min_exposure_utilities,max_exposure_value,min_exposure_value,max_exposure_volatility,min_exposure_volatility,max_leverage,min_leverage,max_max_drawdown,min_max_drawdown,max_max_position_concentration,min_max_position_concentration,max_net_dollar_exposure,min_net_dollar_exposure,max_sharpe_126day,min_sharpe_126day,max_total_returns,min_total_returns,max_traded_in_qtradable_stocks_us,min_traded_in_qtradable_stocks_us,max_turnover,min_turnover,max_volatility_126day,min_volatility_126day
Blue Robin,42,0.3626061075054517,0.3522228550364569,-0.2742097916483487,0.05422536267926903,-0.05447220127013519,0.2146732906257467,-0.012656523805006592,0.011811109676087526,-0.14173747598734407,0.0,-0.054298037667734375,0.11309506880162165,-0.043893370917037065,0.01598871357433413,-0.02511597119496056,-0.007519177559616314,-0.1930290156884212,0.01599807512550637,-0.030767673738543107,0.19755783956013648,0.03522401734145548,0.10031062545820696,-0.02447613008672099,0.4886413584675394,0.035717332319261934,0.0153653967429155,0.0,0.4576945144180379,-0.4075843249156769,0.4079033463394296,0.0002475792968595625,0.14049597893979895,-0.06083114042040241,0.0,-0.0078063390516651295,-0.051313563254107575,-0.5538091403197465,0.25586975233733744,-0.4819109104457489,1.0522252477459828,0.9489324900623,0.0,-0.06924629554781571,0.02557944003333997,0.015183417398307997,0.016703684364013344,-0.013625898644318795,3.8005861735243593,-1.029886576459324,0.25868095693806703,-0.009386950827407923,1.0000000000000009,0.9947110022108766,0.9973462572692472,0.02304094968016489,0.10128064443771384,0.08146374485263533
Cerulean Squirrel,43,0.3575611349654673,0.07911140572138134,-0.17304771589753726,0.031599301267888125,-0.008411162188891486,0.08851735675101312,-0.04643990995302194,0.19012367658235527,-0.18071466752892984,0.019047439983532772,-0.03699307520854179,0.1888573709122722,-0.2181434378936859,0.07599784820563553,-0.18867936810284008,0.19406350372342826,-0.19917550035673848,0.18637601225474032,-0.18136471105745397,0.2129759576696048,-0.188192108232564,0.183458933441024,-0.19745060945208065,0.4118311671940284,-0.4253994678531357,0.19945870803837126,-0.08610063384295519,0.7494793547231609,-0.4215759088104858,0.4160801120562158,-0.4251679825685109,0.20723008203651494,-0.11051940597847007,0.12067223688673152,-0.04411445645192488,0.4242433232114357,-0.4010216145866354,0.4133075057883103,-0.5367979832451186,1.0929418248610665,0.9326034301347824,-0.003144530268253334,-0.06427973774384453,0.05225342646717631,0.039745578345101236,0.037052449165285536,-0.07075258766479323,2.65324255009624,-1.8186906168218944,0.11446604315473395,-0.05069739950253327,1.0000000000000004,0.9579121901550658,1.947619351674048,0.0,0.0834369207411162,0.055949465621557413
Azure Jaguar,44,0.34998054751430513,0.3002585854706597,-0.07340272722874874,0.08858472767340086,-0.0015625417874094438,0.054190921800759684,-0.006836850278977513,0.12784853290252374,-0.03423694444187898,0.04084795765375103,-0.01247322199164983,0.10267058510044998,-0.09144619148974406,0.107883020100269,-0.021546605984541157,0.1864865024796292,0.0,0.18160939702544365,-0.08144835887491332,0.13718465562146712,-0.091403943925382,0.0602730366106135,-0.061973439978671774,0.231756949089953,-0.4086373849105318,0.09015742370035512,-0.05249165392873894,0.4617380759127186,-0.4287008467653377,-0.333246128012811,-0.3887616918947767,0.1604463967491721,-0.036009839616922834,0.06591224966061024,0.0,0.3833433043313694,0.04881102147014851,0.4483746436409377,0.2953817252860794,1.0257733112278444,0.9478526619665164,-0.0020492509484402893,-0.07482992482446002,0.016808496145080284,0.015029722278616637,0.0122610594232528,-0.016605095691710717,3.645114862560821,-2.84893905549078,0.1395006598266444,-0.0020492509484403287,1.0000000000000009,0.985018866404834,0.9473888041980936,0.023114292603546874,0.06374383252568902,0.04653075818877223
Cerise Gazelle,45,0.3488164076552323,0.19122748290833266,-0.11466637689672768,0.001505552075800498,-0.05016327082550054,0.0576522724326376,-0.04797597693321432,0.01568163529164636,-0.03416330758901297,0.008670638206038053,-0.022930980333890096,-0.012408785707907759,-0.11669545050167245,0.01749376096996207,-0.02251431854544469,-0.007737123290954119,-0.13785703687288098,-0.032914384432053065,-0.09273444357551056,0.1821828309694448,0.1279188343709261,-0.005115506461368968,-0.13286045722174586,0.3939383835961638,0.10931222526267348,0.018098707445121168,-0.007709433996589791,0.13021440653767327,-0.3694636445001773,0.15146511831506568,-0.1357215941007506,0.14562039675075156,0.0834499588815108,-0.008558048456847335,-0.03533127982770055,-0.2962311969604886,-0.4042951817738789,0.2472050032696245,-0.06607876277078233,1.0242227139554234,0.9730544274013788,0.0,-0.0960283385506218,0.00434541788647556,0.0033803342714928317,0.0046661000718661895,-0.007381445166413609,5.097516099771962,-3.8231921610273703,0.032318902575300124,-0.09182906358637632,1.000000000000001,0.9966195381731664,1.0091586635445056,0.014119116492026962,0.06277957575374472,0.04370619337963347
Blue-Violet Spider,46,0.3481763198833768,0.17759582219508904,-0.04623503562167503,0.10617524266239432,-0.0008925662424050795,0.06572360840051528,-0.008727115387626827,0.05553867600109985,-0.10888491077895013,0.018691320620096957,-0.030508238955119414,0.09053624557625244,-0.11440340997888207,0.03932224788740615,-0.020052187833979187,0.08858244608893975,-0.19312360343684204,0.17447246584339435,-0.04019576455294302,0.20293355860186266,-0.1255747323184325,0.08631280402610131,-0.08098496129645194,0.3882260455470715,-0.1641265998771431,0.06993649315715883,-0.08837393372097407,0.5230591498984287,-0.12781548560627534,0.3826835728668809,-0.26216661796807184,0.14950170554582173,-0.1528776190813799,0.012509583625048329,-0.05581597133026786,0.2469246311480913,-0.37570140594607904,0.4450623504873204,-0.39929083089066575,1.058025062575637,0.0,0.0,-0.029836141671980763,0.0072995498056184285,0.0,0.031260478464937215,-0.013530340440629335,3.840468745511179,-0.4455788925648176,0.16621153711175807,-0.0052242025604712925,1.000000000000001,0.9861797461629008,1.1639824665693077,0.0,0.0527282580288551,0.034106038582165946
Champagne Sting Ray,47,0.3469742863275485,0.3312584883902122,-0.052740934787492484,0.08375874022301133,-0.014618273135932669,0.2311140427409566,-0.0037634731527667054,0.1076349366255391,-0.17546070914501488,0.08861074537295419,-0.03967504745460583,0.17733347001797908,-0.07665633199232859,0.09996379502895517,-0.039192389766562766,0.0604079019930452,-0.213741346349065,0.08006591578501691,-0.07855263097462363,0.1529108103304686,-0.19739287987305906,0.1810441620247936,-0.12212192984805513,0.473634374249388,-0.3740948908051071,0.11760046525532294,-0.1904325337574236,0.4476440931864212,-0.5272874333876164,0.5135573974070039,-0.44645321032579793,0.14315809924321934,-0.0881960346685568,0.08376157357806244,-0.08765289931897786,0.34898113693449834,-0.5286024300582095,0.41429916654534216,-0.5726341557245559,1.0217745844879975,0.0,0.0,-0.09102401384903283,0.05376606739805842,0.0,0.07838157389714354,-0.1046532341871926,4.652176569118241,-1.0950890819874382,0.3335412099307482,-0.0052106178176206655,1.0000000000000004,0.9489507489959552,0.9574761878731848,0.0,0.11150366360742402,0.042432527356009664
Persian Blue Hippopotamus,48,0.33744366331329884,0.18752327024658044,-0.26106598740602777,0.04033291306363651,-0.051531818173391364,0.0938019126736338,-0.08837910449024322,-0.07683047683076075,-0.15882291863084005,0.016421520776441434,-0.013179944714769385,0.02295944711561821,-0.07587291017264422,0.004352337488604422,-0.03977606646015637,-0.16601329286604413,-0.1986892191462873,0.00759487142998992,-0.07610173682745737,0.188521775176429,0.12481406580438105,-0.02527402112919236,-0.12361603604597696,0.4168154758601457,-0.4040805069347978,0.004459286139823596,-0.02413666586110111,0.5071397535909766,-0.5205043360760323,0.3720179190289872,0.027196386798923423,0.1841245077009393,0.06110797964616009,0.0,-0.028991509236210283,-0.2253579468617635,-0.40370002528773336,-0.05439653215228889,-0.41269792162615576,1.031183402517544,0.9614518157380588,0.0,-0.13854332830136107,0.01325536659135378,0.010061209802629062,0.011239737122131804,-0.02303197546128076,4.297480649602758,-3.547293601685612,0.11454114569328187,-0.12533399117524702,1.0000000000000009,0.9897245830253542,0.9919122376575203,0.009601194526408056,0.09887028887801433,0.07034986229500591
Blue-Green Swordfish,49,0.3303937753976533,0.09919261495062084,-0.28753108389901105,0.016959948402246242,-0.052685984270028574,0.4172893961052897,-0.03049177861234253,0.14637643427569033,-0.1892041737417076,0.047680787855857235,-0.03349475825779237,0.07547200614643379,-0.11488002579735924,0.04652333151400633,-0.01285150393860267,0.09490853637469736,-0.17105938516546776,0.08538686869621127,-0.04614516498571513,0.003455772943095247,-0.1991963575565332,0.13081125808423474,-0.08472782257713392,0.2619908745749684,-0.41669311459803227,0.03304036406005779,-0.006569826305749934,0.5337815649723564,-0.32338429146401904,0.04079338458045111,-0.450666238138773,0.19260568600027428,-0.18336121878442407,0.04586987591186474,-0.005707738709080272,0.4724039533565922,-0.3868179188017272,0.3952290990583097,-0.4072527407715596,1.030296320840884,0.8125945715417634,-0.005955422157172592,-0.08552622121276662,0.053462729452092884,0.038465323123509684,0.026373776024906297,-0.09729250393365324,3.5193107664949745,-0.8192226273868488,0.39135851089176255,-0.03083087667126616,1.0000000000000009,0.9642315672272498,0.9003311246026517,0.035263733515483765,0.12047074477201145,0.08887257691850865
Magenta Elephant,50,0.3238800399063324,0.06085906327087188,-0.040186999763380686,0.040214160708186064,0.0017590956622752785,0.011206793013011309,-0.004300167246972908,0.03577258418233327,-0.04087531376437512,0.008131836234843516,-0.012368021493339746,0.0413410960185162,-0.06386052524209783,0.031470757561777425,-0.02309112055500164,0.0817933675346411,-0.07481861615264229,0.1010983314479681,-0.04404605380843475,0.050776763588593635,-0.059153964653755525,0.033940522861168526,-0.059972225153515836,0.26002219692066403,-0.2017911742153572,0.06131560078767687,-0.07299017312723276,0.44576825283365146,0.05072048682113057,0.14788004447547484,-0.09503126124263467,0.05018576288622868,-0.07264313509899305,0.05151841045959269,-0.027507365087241702,0.19432954541528485,-0.08971821216374408,0.11034193509131457,-0.2267373585375493,1.0242905700447975,0.9667932475682336,0.0,-0.016570610659405544,0.001610171824495999,0.0012893471606747321,0.004828560744274642,-0.0055831185639861934,2.3790400214604484,-1.7512262213498586,0.04712731435395212,-0.001393322211129977,1.0000000000000024,0.9974602051010514,0.9975677998462524,0.08736368033888316,0.021004531231982315,0.013997451433291236
Dark Red Robin,51,0.3236824620713017,0.17068710641130164,-0.21508220088395824,0.020916871977040064,-0.00831846404680392,0.1421798852841636,-0.03165223830982855,0.1039925409776142,-0.11012618986320616,0.08772297368244691,-0.10311435630459824,0.14425050584450586,-0.16857104446887514,0.09035409019188302,-0.09044699293426868,0.18745646106487054,-0.17407455951646214,0.15533493633932638,-0.11548413247447695,0.11570105285147082,-0.15654056960352936,0.13177645742143412,-0.09603073908155407,0.1387913602168228,-0.27590233619441795,0.09055338822315738,-0.028549032895215938,0.6206422610963671,-0.3888412138995873,0.007973290406168291,-0.4679609966187341,0.06795303166196008,-0.08531344444161243,0.061147347780914685,-0.03116674767358195,0.40592252826927305,-0.3984629913503245,0.13623151254261995,-0.4120809495122148,1.0589557490385713,0.6091783231035599,0.0,-0.09877851171922226,0.05124343950267714,0.029541456746795317,0.03115845665244467,-0.045832389603453205,2.724824755251227,-2.3442839370309234,0.13778398027107785,-0.019797061103740018,1.0000000000000004,0.9999999999999996,0.6111334855434385,0.5685906146982913,0.1118970588700514,0.06999388281517485
Emerald Leopard,52,0.32251044539790324,0.12295015966491835,-0.044736262258566833,0.06613075824295289,-0.02208352032795313,0.2533898237878318,-0.008767734754809853,0.11585804195089718,-0.049090702657002314,0.0006992278554399647,-0.06799463744195416,0.1833187634087907,-0.07961046836644159,0.0358717550308633,-0.032418450738826966,-0.004558914799252634,-0.18769079698271726,0.0,0.0,0.18260766122929245,-0.08004556121365428,0.17957916614725006,-0.06717364762396498,0.24772976598419885,-0.4004742484840253,0.05632388755535076,-0.16996155644451652,0.5268795992169186,-0.5282187707232124,0.3176048324042758,-0.13074486806562965,0.15969187303126015,-0.046178621685176384,-0.029274401834149838,-0.17940675899033465,0.3837707636883852,-0.0747225130685912,0.226781763981042,-0.3461863628940645,1.0204701286359008,0.8243315348591627,-0.002183717926849056,-0.03625265856253189,0.04269893342083975,0.035418404643189634,0.0073347875873262395,-0.012990135442486185,5.300974832580733,0.34613915149869706,0.3176266873694622,-0.03071281109786617,1.0000000000000004,0.9935661815239611,0.9219535731980648,0.0,0.06793226751955196,0.04861291143211935
Navy Blue Hyena,53,0.3182341982481985,0.280359927128603,-0.11349093324365447,0.016618129165057338,-0.012722738557504163,0.0919448301449981,-0.04325968718334938,0.08207157318612354,-0.05859366141366156,0.028069757872954442,-0.0239183000640869,0.049769633951743546,-0.04523492319573784,0.025691963630016468,-0.003798679915767135,0.15272310596037778,-0.02559255766705166,0.02755589527315065,-0.025744757804253303,0.12242640917706213,-0.04093484867145666,0.04658722358567092,-0.045766269555727934,0.4514183391923531,-0.3586043289521158,0.0004400431386705449,-0.00959578539357677,0.5546729608300816,-0.4792624338030183,0.2510860830231441,-0.40512446620986137,0.05592773690743337,-0.049861373165278736,0.005287552334667593,-0.02430677630466727,0.340269843010839,-0.4223884377306005,0.5517076277333665,-0.25760156407534585,1.0522337314202093,0.0,0.0,-0.10485410537251012,0.05538326401104366,0.0,0.025563475827003315,-0.0201230436022951,2.547639143175561,-2.7336517770427884,0.08044596695092032,-0.03925732854434505,1.0000000000000004,0.9580757457767326,1.0011254891188268,0.0,0.08216651445364813,0.062198357407976725
Ivory Panda,54,0.31510378655850496,0.16245321082565095,-0.06121104597149046,0.08115959053614819,-0.010743451097292578,0.050589679352814436,-0.008815951832780609,0.13323306703781804,-0.06226274790555573,0.03728993166392428,-0.03574040743830287,0.12628245674046396,-0.10012991761784154,0.06461658938192437,-0.051940891939394905,0.18087261639449997,-0.09704148128714774,0.16158955778133222,-0.18394085384744469,0.1714596193583247,-0.13600816701133267,0.11170658635223253,-0.15593875635552454,0.3233105635564899,-0.2623247964302133,0.1254991698063777,-0.17973350300931235,0.5712798842567344,-0.23143621152206464,0.3594778490518413,-0.3587648096846153,0.1649018726275947,-0.09193983309192877,0.08543337827912614,-0.07193952463085129,0.3722411177622296,-0.3661763733428983,0.4947492017114657,-0.2491799441719691,1.0576451376241325,0.0,0.0,-0.03410657418584585,0.025536600610480648,0.0,0.024155885597906938,-0.016964677606520148,3.2848169601695933,-0.6045953988710532,0.11153318968110383,-0.016152263346121853,1.0000000000000004,0.9692276824994944,0.958894054300386,0.0,0.0456539937093042,0.03210973917233061
Blue-Violet Peacock,55,0.3008075756705076,0.15623964659065698,-0.07812511513435211,0.02975486005557904,-0.02341782716745477,0.3336702685118891,-0.04275702000301662,0.05610298903879087,-0.1867968226245356,0.06567222721831105,-0.05564793013504552,0.16274511188152035,-0.011512144159368356,0.057502955586849175,-0.06370111071817419,0.2067768231962302,-0.17437498079558247,0.009545340969615696,-0.15904453370775928,0.13891740008037642,-0.19903813599327347,0.1564528223898321,-0.11263700236454505,0.4459688218123782,-0.4679285829751415,0.030555934966118282,-0.04794659110078345,0.5731470646432475,-0.18704938767733034,0.05990024074912133,-0.4526316528441173,0.1963931631855758,0.0036548656159836406,0.02475297578059465,-0.037232923166661484,0.4325410541405525,-0.4072492604662906,0.4428594180422825,-0.4118901771261324,1.0601485501502348,0.0,0.0,-0.04592336842692947,0.032532020185855284,0.0,0.04705251371103879,-0.09075130988462628,5.582492203678055,-0.8593484731298741,0.3549520830234625,-0.03023765151308821,1.0000000000000024,0.9410626192207062,0.9645149434956662,0.0,0.07455820294091944,0.054828393761674386
Amber Rhinoceros,56,0.3007028670118604,0.218566220359082,0.0,0.07051449051602933,0.0019020455705611727,0.03888150418690839,-0.00992722206994645,0.06881700644715223,-0.027900710123302072,0.006528540955853136,-0.03298263706159936,0.11053086174263006,0.00026974182765219894,0.03886126800557966,-0.04004113783694178,0.06315996307626498,-0.1136339895858538,0.0472835865062686,-0.0271348187595212,0.0903259394195488,-0.041614172506752665,0.08244828562729889,-0.036395343733351335,0.1589992810894225,-0.3944078557131768,-0.04125680179012417,-0.10003197816671,0.3914867769478743,-0.3052402862166827,-0.031710568038976275,-0.3936530533780545,0.11953252765305356,-0.008593109685914707,0.014454565036563016,-0.002528200451684693,0.3750525484547584,-0.10858350624843617,0.4049073414053371,0.15981975952780342,1.024997343852466,0.9142690835844408,-0.00012695396412794934,-0.03942250783150692,0.011471810585956102,0.010031929635600768,0.03373752449761923,-0.01916366965554504,2.453064081857831,-1.628429653804513,0.08771626800210175,-0.00012695396412798488,1.0000000000000009,0.9801056362282268,0.9122595780893024,0.009141668937851795,0.04359133215793363,0.03311426524941722
Purple Chimpanzee,57,0.29865281862977994,0.06073390902182356,-0.09760941799674504,0.039922460846770536,0.0,0.0742959228040383,-0.009364642689152712,0.10562401842448063,-0.04858361593337858,0.0415845137866727,-0.03600687612109338,0.08860557126286588,-0.1185372784818498,0.05834239054384813,-0.049268724643144426,0.09116642662379792,-0.08258879551618764,0.16024879399533093,-0.1881352563637105,0.1458306506399684,-0.07847914041210753,0.1348207241950664,-0.09866837816813913,0.3665549754470664,-0.2488788633156625,0.11266034954269295,-0.17436659360994514,0.4354197239581218,-0.4222237532727132,0.3695087598737731,-0.2616045614591448,0.1043547582725539,-0.12309408160028193,0.0617647707852077,-0.05850006059997734,0.2949869281203213,-0.34621213963100544,0.3651398143615607,-0.3546663388726878,1.051416259391523,0.0,0.0,-0.033678659932904705,0.0248827971853878,0.0,0.029314950489339808,-0.02225200380981581,2.876204723466578,-0.9240173846722018,0.10755262980621637,0.0,1.0000000000000009,0.9750449745677882,0.9891506858470512,0.0,0.04807340714254834,0.03253709630692712
Byzantium Crocodile,58,0.2981921036435231,0.3103346293016555,-0.11732108246736575,0.13178783195160526,-0.004346546344798474,0.03976196921832509,-0.028977947680063232,0.11092677714673503,-0.11777339994980683,0.039562636964265166,-0.030843582964687095,0.17817185694680412,-0.1214290430707189,0.06832877954148824,-0.05721952614303377,0.19031173122135572,-0.1816509725705395,0.1894374551568538,-0.17935562218947512,0.19913948107571824,-0.16231731348758432,0.10500566771518256,-0.1059373842863606,0.3667712749244744,-0.4436872262326153,0.12233837479321448,-0.16284883909803385,0.6490001814445938,-0.035100383619524216,0.364187110786514,-0.3733586435789839,0.13529695694087168,-0.1833415130952553,0.14044092844217868,-0.12576091131560654,0.4174384179101559,-0.3718299266407813,0.4650351824455011,-0.3754724547523394,1.0662345504126,0.0,0.0,-0.03709455139230185,0.012484911859571577,0.0,0.022902648992203636,-0.016144547189764047,2.109762099232857,-1.4526216821996596,0.12301048539242987,-0.0035816305463460822,1.0000000000000009,0.97706830936932,1.40691044244383,0.0,0.061441631590169625,0.043578267555419284
Purple Swan,59,0.287079082611857,0.02637017676573204,-0.17631894679281632,0.013439908298017,-0.009732577674123388,0.052191933002385886,-0.007891005544465757,0.03000775107593993,-0.03250561721257275,0.00469418337088136,-0.013320853989429105,0.017719226160557232,-0.034211361803482644,0.013381786761905668,-0.01793765000021888,0.04154503587751582,-0.062371276029850285,0.03564800839559828,-0.05756743110390172,0.019063223228268072,-0.019004436199958414,0.01567555735350289,-0.07828872775152515,0.4916001928474693,-0.11973957164444267,0.0059055244129526995,-0.014577273182119356,0.7597169724482902,-0.9052397560577126,0.3703841701005623,-0.0274521441924386,0.013733355016452859,-0.023148266795458224,0.004020986653531927,-0.0094318713695468,0.2434422436518677,-0.41931847718614695,0.046408216020757856,-0.4169566778146908,1.0480098483128053,0.9463860569450748,-0.0013427482742532958,-0.04625399903644474,0.028820832387497174,0.01993044865546575,0.013506325887823424,-0.01997525268626113,2.9805390440336903,-2.160812157131403,0.05384959502973663,-0.004051947626049879,1.0000000000000009,0.9750301363000604,1.857195847239049,0.0,0.05062235992879068,0.02980513643953112
Sky Blue Goose,60,0.28486343863854524,0.23010796455547736,-0.06633005611131973,0.035883227882325563,-0.0003477438323257198,0.15607383459082125,-0.01619526287023676,0.09044142836213362,-0.0675374607466908,0.01941285930624595,-0.023453853716914955,0.1019189703418168,-0.10360447920764948,0.05165926208705805,-0.049639444988840056,0.10785841379286047,-0.1060104314518452,0.10725194624361352,-0.10371936132607117,0.11244371581923417,-0.1053994462105816,0.10663056452977357,-0.1054203787731888,0.2196681020184776,-0.3410489253618788,0.0765499915252536,-0.04691184719596403,0.6337819700379775,-0.03805571068730663,0.2128856660073921,-0.21874610101787806,0.10547451285639596,-0.10534255429207699,0.10042938921060446,-0.10012323553471296,0.2307170555498324,-0.1970800159071417,0.2657142048593387,-0.2408973416226458,1.0537180495828808,0.0,0.0,-0.02329519689731184,0.012036037903231891,0.0,0.017779641061082672,-0.00666452688109705,3.6525007031920262,0.41579558206982936,0.1922310863747203,-0.004998763194196232,1.000000000000001,0.9793599846717412,0.953337532766794,0.0,0.04732986407035171,0.03395003880403556
Dark Green Sea Lion,61,0.2844330193539397,0.1543392519660315,-0.16980194245460534,0.03215202374710535,-0.011820761176694172,0.14161091477386867,-0.002925986203680786,0.09727244800839206,-0.07819513086360279,0.06427383175849469,-0.035040267841833374,0.139287985126052,-0.14474436411273814,0.08122186638295797,-0.0679458987421689,0.1559080965254776,-0.1335979625105057,0.17097177386467471,-0.19231379990586875,0.16929229357758252,-0.16653258829440018,0.17932291850879736,-0.1403813944030758,0.4020020271335569,-0.3243937257270691,0.09825471385626457,-0.18357142613698468,0.3884406621126573,-0.4827017944194098,0.4019131408941565,-0.3458032409431676,0.12264493059360992,-0.09618172712763892,0.10723659106591862,-0.05806613881697654,0.36779365187917895,-0.3726015456677029,0.4061552266913929,-0.3752709681273306,1.0621107673325123,0.8821805708433339,0.0,-0.04479893838892048,0.04919773892993912,0.02990543359458132,0.061092229340517834,-0.05633245610956843,3.8186335086265513,-0.6319396656724086,0.1704208570775605,-0.0003898862549842619,1.0000000000000004,0.9506293410179788,0.9135990929395816,0.0,0.06337413612509228,0.040203415188318034
Ivory Armadillo,62,0.2819041111242301,0.08740766312665996,-0.14546549714985,0.030415507151217106,-0.005462292067758501,0.06869663453542962,-0.0127327582480683,0.09584003585853552,-0.05375860761392878,0.04326640587565892,-0.034794127473450134,0.08224542502551785,-0.1074928985464514,0.04259605560062951,-0.04831093488299118,0.10165946446722393,-0.06437456251508647,0.16857573209774696,-0.17583961310685026,0.1385725684479608,-0.09232894334540397,0.15230167528154326,-0.11908996760432546,0.3460184410571963,-0.20186243955958702,0.07956535832042175,-0.15956187187360646,0.3211613794699345,-0.48718074096799296,0.3877334688776911,-0.29156766779930315,0.09632240981035914,-0.1124654252578601,0.0665585586821783,-0.052608854006691436,0.3304716399488791,-0.3131599444334872,0.3759347898029488,-0.31882696912881336,1.0484314870507994,0.0,0.0,-0.040388034607523805,0.024341537133641983,0.0,0.050938944149135065,-0.03725572763214555,2.8930884578837666,-0.9760304674776584,0.08207705264232845,-0.00922803100520464,1.0000000000000004,0.975185629363392,0.9504495764536596,0.0,0.048602427356310436,0.036815079555543966
Olive Canary,63,0.2811035972996214,0.17708441768453664,-0.2471658515967541,0.02357526536944765,-0.029367744542215364,0.19818666461781145,-0.08358040217891538,0.1813860051705477,-0.1898355695623304,0.06762527749512952,-0.05365806975931686,0.1602260869054586,-0.18351157769725654,0.08928907396588386,-0.07879130546266562,0.21998210685014424,-0.21869347294876534,0.0911733171349402,-0.08700849140758801,0.2133889008056538,-0.2060917599463537,0.1831438792867381,-0.20019728336500964,0.4779075223601314,-0.5767424793432766,0.08563808061706021,-0.03872192504813074,0.7268290810625004,0.07649582646404024,0.3927525606051238,-0.4940400805486441,0.19786223252743912,-0.185646355226487,0.04524905472232589,-0.04183174479151947,0.5289941046409938,-0.4522568785430284,0.5195786775410205,-0.4331975315272786,1.104765427643156,0.0,0.0,-0.09973732250673556,0.04779207031924923,0.0,0.052320540403426964,-0.05295907014556722,3.769176490832708,-1.7221667411631298,0.20386898871066528,-0.0926522943482162,1.0000000000000009,0.9415626324437424,1.7581845653305443,0.0,0.11198840340840334,0.08528433253751155
Red Crocodile,64,0.2777006458255196,0.2155574715557969,-0.07180954310118498,0.05710862503894633,-0.02671310524044257,0.0012749050636500225,-0.06252590254329128,0.0293833270138068,-0.058409584361807126,0.002994533887388348,-0.030119285934804417,0.08693162410813449,-0.014268240948486182,0.049165217643567856,-0.016309584533732532,0.058291673838079275,-0.08702171018723798,0.053410122044816766,-0.1238142929549186,0.18394961803993828,0.009922612232421545,0.1026881655832621,-0.0181252689406532,0.3918359124655896,-0.037100944031507786,0.027506829959476564,-0.12794994641254798,0.3061748167147493,-0.36843013150034976,0.39402160125094143,0.3319591653764399,0.18279271084326454,-0.06329421059419145,0.016249086344548337,-0.02412388744265348,-0.3127267602864721,-0.41336193395856,0.12888595000264827,-0.3691257289515398,1.0470160736511087,0.0,0.0,-0.06169344127365524,0.007937077909005826,0.0,0.013773640366756613,-0.012403099267088435,3.3149285093189973,-3.356836876130292,0.03177988852035751,-0.06088184503343441,1.000000000000001,0.9862153517498012,1.1375525028701474,0.0,0.04977630106120672,0.031641399044035026
Bright Orange Cheetah,65,0.275135897737436,0.1988697887508865,-0.06447421574052696,0.03099696340774072,-0.005302802722671252,0.2167882899233549,-0.009342563869073615,0.026235148334897904,-0.0689534461801735,0.011410952933295516,-0.02140096197809907,0.05247457333879972,-0.041306671155154816,0.01811809005354486,-0.017269662105330208,0.03630282867718797,-0.0794873474789563,0.053480617611734435,-0.014734679806837769,0.026246520323969357,-0.11192303666383754,0.10849714566762432,-0.0308342969720522,0.40378737220279903,0.009963201661505631,0.03854030699234578,-0.01993530986530063,0.3648280061279772,-0.4630473653064385,0.10135877919367774,-0.12119386893324845,0.008710103341099583,-0.07143109446412296,0.0183474984971669,-0.010115919831438927,0.40084644070780745,0.04227414321826427,-0.1833796088432566,-0.4513697133625179,1.0736646730107746,0.944549839684104,-0.0013913780002910415,-0.08121820211585418,0.04515648964694377,0.024614579432816933,0.0766224810606342,-0.028574714415636818,4.822527237585849,-2.225867677062386,0.2377744202685605,-0.012983391372573094,1.0000000000000004,0.9738664085336056,1.6803207885767415,0.0,0.07002774539078116,0.04871899792326834
Prussian Blue Sting Ray,66,0.2722706306617688,0.052400423661552495,-0.1067990002806833,0.08350600799943719,-0.005596966433409123,0.01333308447885817,-0.0666919042806422,0.06551704455067378,-0.0951273730612379,0.04465516773956567,-0.048779600574604086,0.13037511291700676,-0.08147194924905678,0.07571135885540599,-0.08224193882941218,0.08451394190116074,-0.15478121163761127,0.06268626228091312,-0.01582189716893089,0.12186145156617505,-0.13534548554896011,0.15495625950531206,-0.13253844592713254,0.3971006397522385,-0.2411668267235359,0.02693105231094741,-0.032715626864719495,0.38822070234918254,-0.4775900820351423,-0.2774274975958603,-0.43735681600742216,0.13458564188438166,-0.1071341430032925,0.009160321688341615,-0.08035892175686593,-0.1919918549683373,-0.462436693958209,0.2496219839570371,-0.38358743473480655,1.0219872880792362,0.0,0.0,-0.06034408178360436,0.02937896747068561,0.0,0.03778617657557798,-0.05140122533925765,3.2790158872318163,-2.0225474677457767,0.06872087650576653,-0.058700210174421175,1.0000000000000009,0.9595941631084126,1.322621349075437,0.0,0.05521203924945317,0.035701447657417874
